#Measurement:		CV
#Sensor type:		CALICE_6in_256ch
#Needle measurement:	0
#Identifier:		77_20250221_1
#Timestamp:		21.2.2025 10:9 
#Voltage delay:		20.0 s
#Switch delay:		0.3 s
#Compliance level:		2000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		100.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		1,48,57,65,120,193,241,256
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::18::INSTR
#VISA DMM:		GPIB0::25::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan.pdf" --CV  --select 200  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\geo\hex_positions_HPK_256ch_6inch_CALICE.txt" --colorpalette 1
#HexPlot analysis cmd:	C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan_analysis.pdf" --CV  --select 200  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-120--invertx -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\geo\hex_positions_HPK_256ch_6inch_CALICE.txt" --colorpalette 1
#HexPlot on matrix cmd:	C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_CV_customscan.pdf" --CV  --select 200  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\geo\switch_matrix.txt" -m "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\maps\Probe_card_CALICE_6in_256ch.txt"  --colorpalette 1
#Voltage file:		C:\Users\calice\Desktop\ProbeStation\SensorTest_CALICE_6in_256ch\HGCAL_sensor_tests-CALICE_6in_256ch\config\Voltages_20250214.txt
#CV correction file:		None
#Comments:		sensor aligned, mark on top, test few channels cold lab

#Voltage	#Channel	#Cs        	#Error     	#Tot. curr.	#Act. vlt.	#Time 	#Temp	#Hum.	#Cp        	#Error     	#Impedance 	#Error     	#Phase      	#Error     	#Cs uncorr.	#Cp uncorr.
#[V]    	#       	#[pF]      	#[pF]      	#[nA]      	#[V]      	#[s]  	#[C] 	#[%] 	#[pF]      	#[pF]      	#[Ohm]     	#[Ohm]     	#[Rad]      	#[Rad]     	#[pF]      	#[pF]      
35.0    	120     	5.073687E+0	1.597723E-3	1.52E+1    	35.00     	333.12	19.8 	31.6 	5.052907E+0	2.641694E-6	1.571657E+7	5.000333E+3	-1.634837E+0	1.154701E-4	5.073687E+0	5.052907E+0
35.0    	193     	1.817479E+0	1.194225E-3	1.50E+1    	35.00     	335.69	19.8 	31.6 	1.809819E+0	8.422414E-7	4.387710E+7	2.550941E+4	-1.635753E+0	1.237834E-3	1.817479E+0	1.809819E+0
35.0    	241     	5.439506E+0	1.329525E-3	1.58E+1    	35.00     	338.26	19.8 	31.6 	5.420573E+0	1.355620E-6	1.465507E+7	3.362043E+3	-1.629827E+0	2.909181E-4	5.439506E+0	5.420573E+0
35.0    	256     	5.446761E+0	1.619992E-3	1.67E+1    	35.00     	340.84	19.8 	31.6 	5.427986E+0	1.789102E-6	1.463530E+7	3.973663E+3	-1.629540E+0	5.058656E-4	5.446761E+0	5.427986E+0
40.0    	1       	2.034149E+0	2.363755E-3	4.49E+1    	40.00     	372.69	19.8 	31.6 	2.008708E+0	4.200881E-6	3.936777E+7	4.269126E+4	-1.682860E+0	1.255747E-3	2.034149E+0	2.008708E+0
40.0    	48      	5.205754E+0	2.025644E-3	1.50E+1    	40.00     	374.98	19.8 	31.6 	5.181646E+0	5.342264E-6	1.532197E+7	6.397135E+3	-1.638900E+0	4.179713E-4	5.205754E+0	5.181646E+0
40.0    	57      	1.856843E+0	3.236858E-3	1.43E+1    	40.00     	377.57	19.8 	31.5 	1.801800E+0	1.159359E-5	4.350610E+7	7.889848E+4	-1.743830E+0	5.499091E-4	1.856843E+0	1.801800E+0
40.0    	65      	4.990894E+0	6.933085E-4	1.58E+1    	40.00     	380.14	19.8 	31.5 	4.969283E+0	5.954055E-7	1.597917E+7	2.345918E+3	-1.636647E+0	1.850225E-4	4.990894E+0	4.969283E+0
40.0    	120     	4.824340E+0	1.577450E-3	1.51E+1    	40.00     	382.71	19.8 	31.6 	4.802090E+0	2.642298E-6	1.653317E+7	5.499394E+3	-1.638760E+0	1.757840E-4	4.824340E+0	4.802090E+0
40.0    	193     	1.803408E+0	1.421233E-3	1.45E+1    	40.00     	385.28	19.8 	31.6 	1.794881E+0	2.202739E-6	4.423087E+7	3.571195E+4	-1.639610E+0	4.866210E-4	1.803408E+0	1.794881E+0
40.0    	241     	5.231053E+0	2.324679E-4	1.61E+1    	40.00     	387.86	19.8 	31.6 	5.211245E+0	2.279742E-8	1.524140E+7	5.000000E+2	-1.632370E+0	2.951271E-4	5.231053E+0	5.211245E+0
40.0    	256     	5.234929E+0	1.402896E-3	1.70E+1    	40.00     	390.43	19.8 	31.5 	5.215505E+0	1.641339E-6	1.522953E+7	3.910669E+3	-1.631747E+0	1.858315E-4	5.234929E+0	5.215505E+0
45.0    	1       	2.023335E+0	1.633589E-3	4.78E+1    	45.01     	422.26	19.8 	31.6 	1.993317E+0	1.504261E-6	3.962490E+7	2.770975E+4	-1.692897E+0	1.322472E-3	2.023335E+0	1.993317E+0
45.0    	48      	5.060660E+0	2.315519E-3	1.45E+1    	45.01     	424.76	19.8 	31.6 	5.037050E+0	5.130143E-6	1.576153E+7	7.148660E+3	-1.639153E+0	5.859465E-5	5.060660E+0	5.037050E+0
45.0    	57      	1.842644E+0	8.282835E-4	1.74E+1    	45.01     	427.31	19.8 	31.5 	1.787064E+0	3.601441E-7	4.385300E+7	1.715547E+4	-1.745357E+0	3.731398E-4	1.842644E+0	1.787064E+0
45.0    	65      	4.866677E+0	2.417484E-3	1.46E+1    	45.01     	429.92	19.8 	31.5 	4.844355E+0	6.654746E-6	1.638913E+7	8.431686E+3	-1.638573E+0	2.665208E-4	4.866677E+0	4.844355E+0
45.0    	120     	4.647124E+0	2.688926E-4	1.43E+1    	45.00     	432.52	19.8 	31.5 	4.624175E+0	2.469472E-7	1.716647E+7	1.418920E+3	-1.641127E+0	3.523256E-4	4.647124E+0	4.624175E+0
45.0    	193     	1.790314E+0	1.523573E-3	1.78E+1    	45.01     	435.12	19.8 	31.5 	1.781177E+0	1.288250E-6	4.456277E+7	3.311742E+4	-1.642280E+0	1.617436E-3	1.790314E+0	1.781177E+0
45.0    	241     	5.093654E+0	1.251067E-3	1.54E+1    	45.01     	437.72	19.8 	31.6 	5.072916E+0	1.497957E-6	1.565477E+7	3.803069E+3	-1.634647E+0	2.411086E-4	5.093654E+0	5.072916E+0
45.0    	256     	5.096086E+0	1.582764E-3	1.79E+1    	45.01     	440.32	19.8 	31.6 	5.075833E+0	2.827013E-6	1.564653E+7	5.008326E+3	-1.633880E+0	4.092676E-4	5.096086E+0	5.075833E+0
50.0    	1       	2.017529E+0	1.864618E-3	4.84E+1    	50.00     	472.15	19.8 	31.6 	1.988402E+0	3.903612E-6	3.973090E+7	3.781204E+4	-1.691237E+0	1.015890E-3	2.017529E+0	1.988402E+0
50.0    	48      	4.974442E+0	1.179078E-3	1.72E+1    	50.00     	474.46	19.8 	31.5 	4.950091E+0	2.850589E-6	1.603657E+7	4.636090E+3	-1.640817E+0	7.400901E-4	4.974442E+0	4.950091E+0
50.0    	57      	1.836404E+0	9.304145E-4	1.75E+1    	50.00     	477.05	19.8 	31.5 	1.780780E+0	1.019443E-6	4.400490E+7	2.357711E+4	-1.745727E+0	2.569695E-4	1.836404E+0	1.780780E+0
50.0    	65      	4.795234E+0	1.690562E-3	1.71E+1    	50.00     	479.62	19.8 	31.5 	4.772537E+0	2.866315E-6	1.663453E+7	5.877358E+3	-1.639650E+0	2.424871E-4	4.795234E+0	4.772537E+0
50.0    	120     	4.534389E+0	3.339133E-3	1.74E+1    	50.00     	482.19	19.8 	31.5 	4.510630E+0	9.956688E-6	1.759593E+7	1.260053E+4	-1.643243E+0	7.583095E-4	4.534389E+0	4.510630E+0
50.0    	193     	1.783699E+0	2.102201E-3	1.50E+1    	50.00     	484.76	19.8 	31.5 	1.773358E+0	4.378262E-6	4.474367E+7	5.274394E+4	-1.647010E+0	3.477068E-4	1.783699E+0	1.773358E+0
50.0    	241     	5.005685E+0	2.183081E-3	1.74E+1    	50.00     	487.33	19.8 	31.5 	4.984794E+0	4.751440E-6	1.593070E+7	6.954854E+3	-1.635443E+0	1.594783E-4	5.005685E+0	4.984794E+0
50.0    	256     	5.007335E+0	1.594418E-3	1.52E+1    	50.00     	489.90	19.8 	31.5 	4.986530E+0	2.297553E-6	1.592530E+7	4.942671E+3	-1.635300E+0	3.579106E-4	5.007335E+0	4.986530E+0
55.0    	1       	2.013740E+0	8.539776E-4	4.78E+1    	55.00     	521.72	19.8 	31.5 	1.983538E+0	6.490969E-7	3.981697E+7	1.652281E+4	-1.693570E+0	1.345362E-4	2.013740E+0	1.983538E+0
55.0    	48      	4.927950E+0	2.634073E-3	1.57E+1    	55.00     	524.01	19.8 	31.5 	4.903340E+0	6.070600E-6	1.618867E+7	8.391861E+3	-1.641523E+0	2.311565E-4	4.927950E+0	4.903340E+0
55.0    	57      	1.830557E+0	1.368718E-3	1.73E+1    	55.00     	526.57	19.8 	31.5 	1.774324E+0	1.459200E-6	4.415523E+7	3.133278E+4	-1.746973E+0	5.065899E-4	1.830557E+0	1.774324E+0
55.0    	65      	4.751054E+0	6.510341E-4	1.53E+1    	55.00     	529.14	19.8 	31.6 	4.728275E+0	1.079942E-7	1.678973E+7	1.715615E+3	-1.640093E+0	5.325724E-4	4.751054E+0	4.728275E+0
55.0    	120     	4.467130E+0	1.427578E-3	1.76E+1    	55.00     	531.71	19.8 	31.5 	4.443156E+0	2.041438E-6	1.786200E+7	5.726255E+3	-1.644120E+0	7.000000E-5	4.467130E+0	4.443156E+0
55.0    	193     	1.782624E+0	1.350297E-3	1.76E+1    	55.00     	534.28	19.8 	31.5 	1.772452E+0	1.337483E-6	4.476857E+7	3.148052E+4	-1.646403E+0	9.300717E-4	1.782624E+0	1.772452E+0
55.0    	241     	4.951263E+0	1.873616E-3	1.49E+1    	55.00     	536.85	19.8 	31.5 	4.930191E+0	3.558655E-6	1.610647E+7	6.125629E+3	-1.636080E+0	2.251666E-4	4.951263E+0	4.930191E+0
55.0    	256     	4.952993E+0	7.130936E-4	1.75E+1    	55.00     	539.42	19.8 	31.5 	4.931980E+0	6.186663E-7	1.610073E+7	2.441994E+3	-1.635977E+0	1.320353E-4	4.952993E+0	4.931980E+0
60.0    	1       	2.009266E+0	5.193018E-4	4.85E+1    	60.00     	571.22	19.8 	31.5 	1.977931E+0	3.434681E-7	3.991773E+7	8.985729E+3	-1.696000E+0	1.299500E-3	2.009266E+0	1.977931E+0
60.0    	48      	4.903579E+0	3.538238E-4	1.82E+1    	60.00     	573.53	19.8 	31.5 	4.877965E+0	7.914696E-8	1.627100E+7	1.053565E+3	-1.643133E+0	1.184624E-4	4.903579E+0	4.877965E+0
60.0    	57      	1.829357E+0	1.525822E-3	1.70E+1    	60.01     	576.09	19.8 	31.5 	1.772556E+0	1.732171E-6	4.419173E+7	3.464222E+4	-1.747930E+0	5.204805E-4	1.829357E+0	1.772556E+0
60.0    	65      	4.727799E+0	1.883484E-3	1.80E+1    	60.01     	578.66	19.8 	31.5 	4.704864E+0	3.579023E-6	1.687280E+7	6.753518E+3	-1.640503E+0	8.962886E-5	4.727799E+0	4.704864E+0
60.0    	120     	4.434363E+0	2.515178E-3	1.62E+1    	60.00     	581.23	19.8 	31.5 	4.409858E+0	6.274035E-6	1.799543E+7	1.020800E+4	-1.645203E+0	2.569695E-4	4.434363E+0	4.409858E+0
60.0    	193     	1.779618E+0	1.048803E-3	1.50E+1    	60.00     	583.80	19.8 	31.5 	1.769315E+0	7.743237E-7	4.484607E+7	2.437424E+4	-1.646957E+0	6.050069E-4	1.779618E+0	1.769315E+0
60.0    	241     	4.915910E+0	1.260042E-3	1.69E+1    	60.00     	586.37	19.8 	31.5 	4.894645E+0	1.694029E-6	1.622287E+7	4.233596E+3	-1.636613E+0	1.616581E-4	4.915910E+0	4.894645E+0
60.0    	256     	4.919616E+0	9.948170E-4	1.52E+1    	60.01     	588.95	19.8 	31.6 	4.898584E+0	6.266945E-7	1.621023E+7	2.928026E+3	-1.636227E+0	4.521430E-4	4.919616E+0	4.898584E+0
80.0    	1       	2.004804E+0	1.500258E-3	4.99E+1    	80.00     	623.31	19.8 	31.5 	1.974021E+0	1.380243E-6	4.000170E+7	2.686317E+4	-1.695027E+0	6.132971E-4	2.004804E+0	1.974021E+0
80.0    	48      	4.858493E+0	1.031150E-3	1.55E+1    	80.00     	625.66	19.8 	31.5 	4.832795E+0	4.614973E-7	1.642253E+7	2.871121E+3	-1.643587E+0	5.894348E-4	4.858493E+0	4.832795E+0
80.0    	57      	1.828913E+0	2.399642E-3	1.72E+1    	80.00     	628.24	19.8 	31.5 	1.772556E+0	5.323450E-6	4.419713E+7	5.778757E+4	-1.747250E+0	3.000000E-5	1.828913E+0	1.772556E+0
80.0    	65      	4.686766E+0	1.475009E-3	1.57E+1    	80.00     	630.82	19.8 	31.5 	4.663549E+0	2.905855E-6	1.702140E+7	5.786190E+3	-1.641237E+0	4.037739E-4	4.686766E+0	4.663549E+0
80.0    	120     	4.403540E+0	9.831964E-4	1.67E+1    	80.00     	633.40	19.8 	31.5 	4.379120E+0	1.484980E-6	1.812157E+7	4.523642E+3	-1.645333E+0	4.860384E-4	4.403540E+0	4.379120E+0
80.0    	193     	1.776652E+0	8.709860E-4	1.48E+1    	80.00     	635.98	19.8 	31.5 	1.766051E+0	1.141593E-6	4.492493E+7	2.456366E+4	-1.648113E+0	8.259742E-4	1.776652E+0	1.766051E+0
80.0    	241     	4.849066E+0	1.221751E-3	1.73E+1    	80.00     	638.55	19.8 	31.5 	4.827208E+0	1.145249E-6	1.644800E+7	3.893584E+3	-1.637987E+0	2.532456E-4	4.849066E+0	4.827208E+0
80.0    	256     	4.854092E+0	1.274202E-4	1.75E+1    	80.00     	641.12	19.8 	31.5 	4.832389E+0	1.059322E-7	1.643067E+7	6.027714E+2	-1.637710E+0	5.322593E-4	4.854092E+0	4.832389E+0
100.0   	1       	2.003101E+0	1.030875E-3	5.13E+1    	100.00    	675.42	19.8 	31.5 	1.972401E+0	8.212319E-7	4.003513E+7	1.940730E+4	-1.694913E+0	4.338587E-4	2.003101E+0	1.972401E+0
100.0   	48      	4.845306E+0	1.040508E-3	1.54E+1    	100.00    	677.84	19.8 	31.5 	4.819481E+0	1.249453E-6	1.646757E+7	3.629509E+3	-1.643867E+0	5.064912E-4	4.845306E+0	4.819481E+0
100.0   	57      	1.826538E+0	1.736814E-3	1.82E+1    	100.00    	680.42	19.8 	31.5 	1.770652E+0	1.343141E-6	4.424960E+7	3.538771E+4	-1.746617E+0	9.111714E-4	1.826538E+0	1.770652E+0
100.0   	65      	4.673876E+0	7.308781E-4	1.86E+1    	100.00    	682.99	19.8 	31.5 	4.650546E+0	4.041755E-7	1.706867E+7	2.498666E+3	-1.641507E+0	1.686219E-4	4.673876E+0	4.650546E+0
100.0   	120     	4.398024E+0	2.410187E-3	1.85E+1    	100.00    	685.57	19.8 	31.5 	4.373489E+0	5.073248E-6	1.814460E+7	9.638983E+3	-1.645557E+0	3.055050E-4	4.398024E+0	4.373489E+0
100.0   	193     	1.776102E+0	2.357170E-3	1.65E+1    	100.00    	688.12	19.8 	31.5 	1.765508E+0	5.243879E-6	4.493883E+7	5.885867E+4	-1.648100E+0	1.018872E-3	1.776102E+0	1.765508E+0
100.0   	241     	4.828421E+0	4.700799E-4	1.54E+1    	100.00    	690.70	19.8 	31.5 	4.806419E+0	3.501703E-7	1.651873E+7	1.750238E+3	-1.638350E+0	4.887740E-4	4.828421E+0	4.806419E+0
100.0   	256     	4.830638E+0	6.759358E-4	1.71E+1    	100.00    	693.27	19.8 	31.5 	4.808987E+0	2.439192E-7	1.651053E+7	2.000833E+3	-1.637793E+0	2.891943E-4	4.830638E+0	4.808987E+0
120.0   	1       	2.001054E+0	2.190442E-3	5.41E+1    	120.00    	727.59	19.8 	31.5 	1.970654E+0	3.525424E-6	4.007337E+7	4.056061E+4	-1.694360E+0	1.378078E-3	2.001054E+0	1.970654E+0
120.0   	48      	4.841070E+0	1.821941E-3	1.73E+1    	120.00    	729.99	19.8 	31.5 	4.815136E+0	2.649887E-6	1.648220E+7	5.884726E+3	-1.644053E+0	2.891943E-4	4.841070E+0	4.815136E+0
120.0   	57      	1.829249E+0	1.676802E-3	1.85E+1    	120.00    	732.56	19.8 	31.5 	1.772694E+0	1.730626E-6	4.419133E+7	3.659950E+4	-1.747547E+0	5.662449E-4	1.829249E+0	1.772694E+0
120.0   	65      	4.671823E+0	1.643480E-3	1.83E+1    	120.00    	735.13	19.8 	31.5 	4.648467E+0	2.067892E-6	1.707623E+7	5.621684E+3	-1.641560E+0	5.211526E-4	4.671823E+0	4.648467E+0
120.0   	120     	4.395900E+0	1.434889E-3	1.53E+1    	120.00    	737.71	19.8 	31.5 	4.371055E+0	1.977462E-6	1.815403E+7	5.879909E+3	-1.646047E+0	1.270171E-4	4.395900E+0	4.371055E+0
120.0   	193     	1.775882E+0	1.609920E-3	1.59E+1    	120.00    	740.28	19.8 	31.5 	1.765206E+0	2.661267E-6	4.494543E+7	4.115414E+4	-1.648410E+0	1.212436E-4	1.775882E+0	1.765206E+0
120.0   	241     	4.821640E+0	2.062192E-3	1.61E+1    	120.00    	742.85	19.8 	31.5 	4.799882E+0	3.914068E-6	1.654160E+7	6.939741E+3	-1.638023E+0	3.137409E-4	4.821640E+0	4.799882E+0
120.0   	256     	4.822854E+0	1.484469E-3	1.89E+1    	120.00    	745.43	19.8 	31.5 	4.800860E+0	3.210011E-6	1.653783E+7	5.621684E+3	-1.638377E+0	5.559077E-4	4.822854E+0	4.800860E+0
140.0   	1       	1.999299E+0	1.770323E-3	5.56E+1    	140.00    	779.78	19.8 	31.5 	1.968785E+0	3.008306E-6	4.010997E+7	3.533686E+4	-1.694653E+0	4.705670E-4	1.999299E+0	1.968785E+0
140.0   	48      	4.837207E+0	1.894628E-3	1.75E+1    	140.00    	782.15	19.8 	31.5 	4.811176E+0	3.665437E-6	1.649557E+7	6.507176E+3	-1.644220E+0	2.475884E-4	4.837207E+0	4.811176E+0
140.0   	57      	1.827694E+0	3.584022E-4	1.85E+1    	140.00    	784.71	19.8 	31.5 	1.771193E+0	8.616651E-8	4.422883E+7	6.010269E+3	-1.747537E+0	6.747098E-4	1.827694E+0	1.771193E+0
140.0   	65      	4.667268E+0	3.271780E-3	1.82E+1    	140.00    	787.28	19.8 	31.5 	4.643883E+0	1.065673E-5	1.709300E+7	1.199542E+4	-1.641640E+0	7.810250E-5	4.667268E+0	4.643883E+0
140.0   	120     	4.394060E+0	9.772291E-4	1.68E+1    	140.00    	789.85	19.8 	31.5 	4.369130E+0	9.614353E-7	1.816183E+7	4.051337E+3	-1.646190E+0	1.587451E-4	4.394060E+0	4.369130E+0
140.0   	193     	1.775565E+0	1.146175E-3	1.83E+1    	140.00    	792.42	19.8 	31.5 	1.764565E+0	2.128693E-6	4.495760E+7	3.310121E+4	-1.649583E+0	1.147926E-3	1.775565E+0	1.764565E+0
140.0   	241     	4.819182E+0	2.604141E-3	1.57E+1    	140.00    	795.00	19.8 	31.5 	4.796878E+0	8.061181E-6	1.655100E+7	9.369632E+3	-1.638880E+0	3.966106E-4	4.819182E+0	4.796878E+0
140.0   	256     	4.817770E+0	1.778952E-3	1.84E+1    	140.00    	797.57	19.8 	31.5 	4.796099E+0	2.775452E-6	1.655477E+7	5.928181E+3	-1.637913E+0	2.663331E-4	4.817770E+0	4.796099E+0
160.0   	1       	1.999275E+0	6.123829E-4	5.58E+1    	160.00    	831.86	19.8 	31.5 	1.968749E+0	4.757721E-7	4.011057E+7	1.260648E+4	-1.694677E+0	7.843681E-4	1.999275E+0	1.968749E+0
160.0   	48      	4.835552E+0	2.611714E-3	1.66E+1    	160.00    	834.28	19.8 	31.5 	4.809421E+0	6.862839E-6	1.650140E+7	8.926926E+3	-1.644373E+0	5.254839E-4	4.835552E+0	4.809421E+0
160.0   	57      	1.827544E+0	2.112487E-3	1.53E+1    	160.00    	836.85	19.8 	31.5 	1.771040E+0	5.955807E-6	4.423260E+7	5.570269E+4	-1.747550E+0	1.031843E-3	1.827544E+0	1.771040E+0
160.0   	65      	4.665637E+0	2.552056E-3	1.83E+1    	160.00    	839.42	19.8 	31.5 	4.642317E+0	7.356609E-6	1.709887E+7	9.669712E+3	-1.641553E+0	3.431229E-4	4.665637E+0	4.642317E+0
160.0   	120     	4.393649E+0	8.210108E-4	1.53E+1    	160.00    	842.00	19.8 	31.5 	4.368704E+0	8.390489E-7	1.816357E+7	3.600463E+3	-1.646217E+0	1.607275E-4	4.393649E+0	4.368704E+0
160.0   	193     	1.776043E+0	2.036120E-3	1.85E+1    	160.00    	844.57	19.8 	31.5 	1.764738E+0	3.788950E-6	4.494937E+7	5.054229E+4	-1.650663E+0	6.467096E-4	1.776043E+0	1.764738E+0
160.0   	241     	4.816300E+0	2.083556E-3	1.82E+1    	160.00    	847.14	19.8 	31.5 	4.794531E+0	4.915349E-6	1.656000E+7	7.411478E+3	-1.638077E+0	2.212088E-4	4.816300E+0	4.794531E+0
160.0   	256     	4.815535E+0	1.951345E-4	1.65E+1    	160.00    	849.70	19.8 	31.5 	4.793497E+0	7.017353E-9	1.656310E+7	2.645751E+2	-1.638497E+0	3.952636E-4	4.815535E+0	4.793497E+0
180.0   	1       	1.997634E+0	5.768786E-4	5.71E+1    	180.00    	884.03	19.8 	31.5 	1.967902E+0	5.850782E-7	4.013567E+7	1.347603E+4	-1.693100E+0	5.444263E-4	1.997634E+0	1.967902E+0
180.0   	48      	4.832947E+0	3.009932E-3	1.53E+1    	180.00    	886.55	19.8 	31.5 	4.806788E+0	8.588773E-6	1.651037E+7	1.017661E+4	-1.644433E+0	1.250333E-4	4.832947E+0	4.806788E+0
180.0   	57      	1.826955E+0	2.276604E-3	1.59E+1    	180.00    	889.12	19.8 	31.5 	1.770650E+0	3.061272E-6	4.424460E+7	4.934278E+4	-1.747263E+0	7.783530E-4	1.826955E+0	1.770650E+0
180.0   	65      	4.663222E+0	1.601768E-3	1.58E+1    	180.00    	891.70	19.8 	31.5 	4.639871E+0	1.592972E-6	1.710780E+7	5.237366E+3	-1.641617E+0	6.733746E-4	4.663222E+0	4.639871E+0
180.0   	120     	4.391829E+0	4.775710E-4	1.78E+1    	180.00    	894.26	19.8 	31.5 	4.367132E+0	5.330506E-7	1.817060E+7	2.500000E+3	-1.645857E+0	4.119871E-4	4.391829E+0	4.367132E+0
180.0   	193     	1.774372E+0	9.813429E-4	1.55E+1    	180.00    	896.84	19.8 	31.5 	1.763457E+0	5.830558E-7	4.498683E+7	2.215047E+4	-1.649303E+0	8.259136E-4	1.774372E+0	1.763457E+0
180.0   	241     	4.812200E+0	1.744880E-4	1.69E+1    	180.00    	899.41	19.8 	31.5 	4.790223E+0	6.178591E-8	1.657450E+7	6.082763E+2	-1.638427E+0	3.789899E-4	4.812200E+0	4.790223E+0
180.0   	256     	4.816044E+0	1.540116E-3	1.69E+1    	180.00    	901.98	19.8 	31.5 	4.794052E+0	2.729940E-6	1.656127E+7	5.501212E+3	-1.638423E+0	1.985783E-4	4.816044E+0	4.794052E+0
200.0   	1       	2.000590E+0	5.932058E-4	5.91E+1    	200.00    	936.31	19.8 	31.5 	1.970926E+0	8.364182E-7	4.007523E+7	1.524150E+4	-1.692867E+0	6.823733E-4	2.000590E+0	1.970926E+0
200.0   	48      	4.832557E+0	2.951861E-3	1.66E+1    	200.00    	938.70	19.8 	31.5 	4.806264E+0	7.269981E-6	1.651193E+7	9.671780E+3	-1.644623E+0	4.331666E-4	4.832557E+0	4.806264E+0
200.0   	57      	1.827136E+0	1.752643E-3	1.79E+1    	200.00    	941.26	19.8 	31.5 	1.771464E+0	3.297373E-6	4.423223E+7	4.372303E+4	-1.746250E+0	5.256425E-4	1.827136E+0	1.771464E+0
200.0   	65      	4.662855E+0	1.747828E-3	1.64E+1    	200.00    	943.83	19.8 	31.5 	4.639278E+0	2.670579E-6	1.710957E+7	6.205105E+3	-1.641963E+0	3.775359E-4	4.662855E+0	4.639278E+0
200.0   	120     	4.391163E+0	2.291438E-3	1.88E+1    	200.00    	946.41	19.8 	31.5 	4.366626E+0	5.896867E-6	1.817303E+7	9.790472E+3	-1.645617E+0	2.640707E-4	4.391163E+0	4.366626E+0
200.0   	193     	1.773458E+0	6.581437E-4	1.62E+1    	200.00    	948.97	19.8 	31.5 	1.762981E+0	9.265804E-7	4.500450E+7	2.050585E+4	-1.647723E+0	1.308218E-3	1.773458E+0	1.762981E+0
200.0   	241     	4.812625E+0	1.126541E-3	1.61E+1    	200.00    	951.55	19.8 	31.5 	4.790533E+0	1.434946E-6	1.657323E+7	4.007909E+3	-1.638600E+0	1.907878E-4	4.812625E+0	4.790533E+0
200.0   	256     	4.812682E+0	1.487021E-3	1.72E+1    	200.00    	954.12	19.8 	31.5 	4.790958E+0	2.668078E-6	1.657240E+7	5.384236E+3	-1.638033E+0	2.510644E-4	4.812682E+0	4.790958E+0
