#Measurement:		IV
#Sensor type:		CALICE_6in_256ch
#Needle measurement:	0
#Identifier:		77_20250221_1
#Timestamp:		21.2.2025 9:52 
#Voltage delay:		5.0 s
#Switch delay:		0.3 s
#Compliance level:		2000.00 uA
#Mask pads above:		5.00 uA
#Voltage limit:		100.0 V
#LCR freq.:		2000 Hz
#LCR voltg.:		0.50 V
#Repeat:			1
#Sampling number:		3
#Source as DMM:		0
#Custom channels:		1,48,57,65,120,193,241,256
#Masked channels:		None
#Vltg. sign inversion?:	1
#VISA source:		GPIB0::18::INSTR
#VISA DMM:		GPIB0::25::INSTR
#VISA LCR:		GPIB0::17::INSTR
#HexPlot cmd:		C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan.pdf" --IV  --select 200  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx --invertVal -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\geo\hex_positions_HPK_256ch_6inch_CALICE.txt" --colorpalette 1
#HexPlot analysis cmd:	C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan_analysis.pdf" --IV  --select 200  --if SELECTOR:PADNUM:VAL -p PAD --sc 1-120--invertx --invertVal -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\geo\hex_positions_HPK_256ch_6inch_CALICE.txt" --colorpalette 1
#HexPlot on matrix cmd:	C:\Users\calice\Desktop\ProbeStation\HGCAL_sensor_tests-CALICE_6in_256ch\bin\HexPlot.exe -i "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan.txt" -o  "D:\ProbeStationData\CALICE_6in_256ch_77_20250221_1\CALICE_6in_256ch_77_20250221_1_IV_customscan.pdf" --IV  --select 200  --if SELECTOR:PADNUM:VAL  --pn 0 --invertx --invertVal -g "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\geo\switch_matrix.txt" -m "C:\Users\calice\Desktop\SensorTest_CALICE_6in_256ch-melissa_20241018\HGCAL_sensor_tests-CALICE_6in_256ch\src\..\maps\Probe_card_CALICE_6in_256ch.txt"  --colorpalette 1
#Voltage file:		C:\Users\calice\Desktop\ProbeStation\SensorTest_CALICE_6in_256ch\HGCAL_sensor_tests-CALICE_6in_256ch\config\Voltages_20250214.txt
#CV correction file:		None
#Comments:		sensor aligned, mark on top, test few channels cold lab

#Voltage	#Channel	#Current   	#Error     	#Tot. curr.	#Act. vlt.	#Time 	#Temp	#Hum.	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#Error     	#n/a       	#n/a       
#[V]    	#       	#[nA]      	#[nA]      	#[nA]      	#[V]      	#[s]  	#[C] 	#[%] 	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     	#[n/a]     
30.0    	193     	3.795399E-1	4.580949E-4	1.49E+1    	30.01     	169.98	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
30.0    	241     	9.868325E-1	1.178145E-4	1.39E+1    	30.01     	171.87	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
30.0    	256     	5.244544E-1	1.559862E-4	1.30E+1    	30.01     	173.75	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	1       	5.589439E-1	7.467455E-4	4.54E+1    	35.00     	190.38	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	48      	2.738524E-1	9.685527E-5	1.40E+1    	35.00     	192.14	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	57      	9.111772E-2	2.371296E-4	1.42E+1    	35.00     	194.02	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	65      	2.869643E-1	1.049343E-4	1.49E+1    	35.00     	195.91	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	120     	9.675416E-2	8.805580E-5	1.58E+1    	35.00     	197.79	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	193     	3.975052E-1	5.331020E-4	1.64E+1    	35.00     	199.68	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	241     	1.037037E+0	1.784638E-4	1.47E+1    	35.00     	201.56	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
35.0    	256     	5.493123E-1	6.534496E-5	1.66E+1    	35.00     	203.44	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	1       	5.811991E-1	2.791904E-3	4.61E+1    	40.00     	219.80	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	48      	2.833609E-1	1.020895E-4	1.40E+1    	40.00     	221.56	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	57      	9.381022E-2	2.563096E-4	1.67E+1    	40.00     	223.44	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	65      	2.963271E-1	2.192222E-4	1.76E+1    	40.00     	225.33	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	120     	1.002565E-1	8.893516E-5	1.46E+1    	40.00     	227.22	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	193     	4.111400E-1	4.993724E-4	1.57E+1    	40.00     	229.10	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	241     	1.074840E+0	7.487545E-5	1.63E+1    	40.00     	230.99	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
40.0    	256     	5.694749E-1	2.030459E-4	1.29E+1    	40.00     	232.88	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	1       	5.995452E-1	6.865370E-4	4.65E+1    	45.01     	249.02	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	48      	2.907434E-1	3.327241E-5	1.63E+1    	45.01     	250.77	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	57      	9.473872E-2	1.299301E-4	1.51E+1    	45.01     	252.66	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	65      	3.035276E-1	2.039990E-4	1.40E+1    	45.01     	254.55	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	120     	1.026233E-1	6.020399E-5	1.47E+1    	45.01     	256.44	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	193     	4.207349E-1	1.723686E-4	1.64E+1    	45.01     	258.32	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	241     	1.103812E+0	1.617725E-4	1.45E+1    	45.01     	260.22	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
45.0    	256     	5.857359E-1	1.869012E-4	1.57E+1    	45.01     	262.10	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	1       	6.133243E-1	2.909596E-3	4.77E+1    	50.00     	278.40	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	48      	2.970178E-1	1.062487E-4	1.71E+1    	50.00     	280.16	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	57      	9.532860E-2	2.057569E-4	1.46E+1    	50.00     	282.06	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	65      	3.097700E-1	6.584697E-5	1.66E+1    	50.00     	283.94	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	120     	1.036227E-1	1.639055E-4	1.62E+1    	50.00     	285.83	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	193     	4.285320E-1	5.661575E-4	1.38E+1    	50.00     	287.72	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	241     	1.126908E+0	1.186016E-4	1.55E+1    	50.00     	289.61	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
50.0    	256     	5.997197E-1	5.784125E-5	1.80E+1    	50.00     	291.49	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	1       	6.300987E-1	4.233959E-3	4.87E+1    	55.00     	307.64	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	48      	3.024462E-1	2.848796E-4	1.66E+1    	55.00     	309.40	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	57      	9.586321E-2	1.156821E-4	1.80E+1    	55.00     	311.30	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	65      	3.151857E-1	4.967150E-4	1.69E+1    	55.00     	313.19	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	120     	1.043995E-1	8.884381E-5	1.80E+1    	55.00     	315.08	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	193     	4.354205E-1	4.576700E-4	1.69E+1    	55.00     	316.97	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	241     	1.147191E+0	3.159953E-4	1.46E+1    	55.00     	318.85	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
55.0    	256     	6.127466E-1	1.017144E-4	1.67E+1    	55.00     	320.74	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	1       	6.398203E-1	2.978008E-3	5.01E+1    	60.01     	336.85	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	48      	3.078481E-1	9.877717E-5	1.72E+1    	60.01     	338.61	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	57      	9.603604E-2	3.039042E-4	1.48E+1    	60.01     	340.50	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	65      	3.206503E-1	1.176214E-4	1.45E+1    	60.01     	342.39	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	120     	1.047450E-1	8.242126E-5	1.44E+1    	60.01     	344.30	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	193     	4.408160E-1	3.552434E-4	1.78E+1    	60.01     	346.19	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	241     	1.165616E+0	1.692838E-4	1.52E+1    	60.01     	348.08	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
60.0    	256     	6.248053E-1	8.986692E-5	1.56E+1    	60.01     	349.97	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	1       	7.435877E-1	1.118575E-1	5.15E+1    	80.01     	368.65	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	48      	3.275898E-1	9.805148E-5	1.73E+1    	80.00     	370.41	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	57      	9.680946E-2	4.718426E-4	1.54E+1    	80.00     	372.30	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	65      	3.406785E-1	2.712650E-4	1.75E+1    	80.01     	374.19	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	120     	1.054740E-1	1.610525E-4	1.78E+1    	80.01     	376.07	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	193     	4.632382E-1	3.743337E-4	1.49E+1    	80.00     	377.96	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	241     	1.231033E+0	9.110617E-5	1.51E+1    	80.01     	379.85	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
80.0    	256     	6.702588E-1	1.575920E-4	1.57E+1    	80.00     	381.74	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	1       	7.242620E-1	1.880358E-3	5.32E+1    	100.00    	400.43	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	48      	3.462305E-1	1.063632E-4	1.62E+1    	100.00    	402.19	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	57      	9.701366E-2	8.682646E-5	1.81E+1    	100.00    	404.08	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	65      	3.604700E-1	2.507072E-4	1.75E+1    	100.00    	405.97	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	120     	1.058473E-1	1.116831E-4	1.67E+1    	100.00    	407.86	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	193     	4.843796E-1	3.632169E-4	1.64E+1    	100.00    	409.75	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	241     	1.289834E+0	1.436848E-4	1.81E+1    	100.00    	411.63	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
100.0   	256     	7.143851E-1	8.015154E-5	1.77E+1    	100.00    	413.52	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	1       	7.685304E-1	2.006375E-3	5.54E+1    	120.00    	432.22	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	48      	3.638340E-1	1.610835E-4	1.59E+1    	120.00    	433.98	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	57      	9.727926E-2	2.723673E-4	1.68E+1    	120.00    	435.87	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	65      	3.783582E-1	1.588296E-4	1.58E+1    	120.00    	437.76	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	120     	1.063778E-1	9.539817E-5	1.84E+1    	120.00    	439.65	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	193     	5.038184E-1	3.574439E-4	1.52E+1    	120.00    	441.54	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	241     	1.342669E+0	1.623361E-4	1.77E+1    	120.00    	443.43	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
120.0   	256     	7.557233E-1	1.646874E-4	1.56E+1    	120.00    	445.32	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	1       	8.063288E-1	2.917019E-3	5.56E+1    	140.00    	464.01	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	48      	3.813584E-1	1.560415E-4	1.77E+1    	140.00    	465.77	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	57      	9.742140E-2	3.983061E-5	1.80E+1    	140.00    	467.66	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	65      	3.959760E-1	1.343703E-4	1.97E+1    	140.00    	469.55	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	120     	1.068122E-1	2.212381E-4	1.66E+1    	140.00    	471.44	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	193     	5.232449E-1	3.528868E-4	1.83E+1    	140.00    	473.33	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	241     	1.392949E+0	9.371410E-5	1.51E+1    	140.00    	475.22	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
140.0   	256     	7.962287E-1	3.290979E-4	1.74E+1    	140.00    	477.11	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	1       	8.485604E-1	2.452449E-3	5.65E+1    	160.00    	495.78	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	48      	3.989025E-1	2.364418E-4	1.87E+1    	160.00    	497.55	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	57      	9.810013E-2	1.347965E-4	1.57E+1    	160.00    	499.44	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	65      	4.139140E-1	2.731006E-4	1.79E+1    	160.00    	501.33	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	120     	1.072111E-1	1.479730E-4	1.70E+1    	160.00    	503.21	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	193     	5.432206E-1	4.174703E-4	1.65E+1    	160.00    	505.11	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	241     	1.442180E+0	3.411412E-4	1.57E+1    	160.00    	506.99	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
160.0   	256     	8.367993E-1	1.920698E-4	1.66E+1    	160.00    	508.88	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	1       	8.884951E-1	1.685676E-3	5.83E+1    	180.00    	527.58	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	48      	4.164638E-1	2.561986E-4	1.83E+1    	180.00    	529.35	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	57      	9.823684E-2	1.478297E-4	1.75E+1    	180.00    	531.24	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	65      	4.324223E-1	1.014905E-4	1.91E+1    	180.00    	533.13	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	120     	1.073687E-1	2.323307E-4	1.69E+1    	180.00    	535.01	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	193     	5.633351E-1	4.133467E-4	1.66E+1    	180.00    	536.90	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	241     	1.491071E+0	9.206519E-5	1.67E+1    	180.00    	538.79	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
180.0   	256     	8.778950E-1	2.428150E-4	1.51E+1    	180.00    	540.68	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	1       	9.325767E-1	1.931638E-3	6.10E+1    	200.00    	559.36	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	48      	4.347206E-1	2.494583E-4	1.62E+1    	200.00    	561.12	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	57      	9.854805E-2	2.706788E-4	1.68E+1    	200.00    	563.01	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	65      	4.509953E-1	2.483671E-4	1.67E+1    	200.00    	564.90	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	120     	1.078017E-1	1.213511E-4	1.75E+1    	200.00    	566.80	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
200.0   	193     	5.837570E-1	3.584430E-4	1.55E+1    	200.00    	568.72	19.8 	31.6 	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0
